number,segment,content,option_a,option_b,option_c,option_d,option_e,score_a,score_b,score_c,score_d,score_e,discussion,sub_category
25,TWK,"Seorang ASN di kementerian agama diminta oleh atasannya untuk menyusun draf persetujuan anggaran fasilitas keagamaan. Namun, atasan tersebut meminta agar porsi terbesar secara sengaja hanya dialokasikan untuk satu kelompok keagamaan yang menjadi afiliasi sang atasan, mengabaikan data demografi objektif. Sikap ASN tersebut dalam kerangka integritas dan nilai Pancasila...",Mengikuti instruksi tersebut karena agama mayoritas berhak mendapatkan anggaran yang lebih besar demi asas proporsionalitas politik,Mengerjakan draf tersebut namun meminta jatah komisi yang lebih besar dari anggaran yang disetujui,"Menolak dengan argumen bahwa birokrasi harus menjunjung tinggi nilai Sila Ke-5 dan meritokrasi distribusi anggaran yang inklusif untuk merawat kemajemukan bangsa (Sila Ke-3), bukan melayani nepotisme kelompok",Membocorkan draf rahasia tersebut ke media sosial agar kelompok agama lain melakukan aksi unjuk rasa ke kantor kementerian,Meninggalkan tugas tersebut dan meminta mutasi ke bagian administrasi umum agar terhindar dari konflik,0,0,5,0,0,Integritas & Pilar Negara (Pancasila). Menolak kebijakan diskriminatif berdasarkan primordial/agama (Nepotisme Keagamaan). Birokrasi dituntut imparsial dan melayani semua kelompok secara berkeadilan sosial (Sila ke-5) demi persatuan (Sila ke-3).,Integritas
26,TWK,"Konstitusi menjamin 'Kemerdekaan berserikat dan berkumpul, mengeluarkan pikiran dengan lisan dan tulisan'. Namun, kebebasan ini sering dimanipulasi oleh organisasi ekstrem untuk menyebarkan propaganda kebencian (Hate Speech) yang membahayakan negara. Pembatasan HAM dalam UUD 1945 (Pasal 28J) dilegitimasi secara filosofis dengan tujuan...",Mencegah oposisi politik berkembang agar pemerintah berkuasa dapat menyelesaikan program kerjanya tanpa hambatan,Menjunjung tinggi hak penguasa untuk menafsirkan kebenaran tunggal dalam ruang publik,"Menjamin pengakuan serta penghormatan atas hak dan kebebasan orang lain, serta memenuhi tuntutan keadilan sesuai nilai moral, nilai agama, keamanan, dan ketertiban umum dalam suatu masyarakat demokratis",Menyesuaikan dengan standar keamanan negara-negara anggota Dewan Keamanan PBB secara mutlak,Mencegah rakyat kecil menuntut hak kesejahteraan yang belum mampu dipenuhi oleh APBN,0,0,5,0,0,"Pilar Negara (UUD 1945). Kebebasan HAM di Indonesia bukanlah kebebasan absolut bergaya liberal (Sila ke-1 dan ke-2). HAM dibatasi oleh UU demi menghormati HAM orang lain dan menjaga moral, agama, keamanan, dan ketertiban umum (Pasal 28J ayat 2 UUD 1945).",Pilar Negara
27,TWK,"Dalam konteks birokrasi, ambiguitas taksa dalam *Legal Drafting* (penulisan hukum) akibat ketidakpatuhan terhadap kaidah Bahasa Indonesia dapat memicu kerugian negara. Kalimat hukum yang memuat ambiguitas fatal akibat kelalaian penempatan tanda baca koma (,) adalah...","Berdasarkan keputusan pengadilan, terdakwa dinyatakan bersalah dan wajib membayar denda sebesar lima miliar rupiah.",Istri pengusaha yang sedang tersangkut kasus megakorupsi pengadaan e-KTP tersebut diperiksa oleh pihak kepolisian.,"Pegawai yang tidak mematuhi peraturan jam kerja akan diberikan sanksi teguran tertulis, pemotongan tunjangan kinerja, atau pemberhentian sementara.","Menurut keterangan saksi mata, kecelakaan lalu lintas itu disebabkan oleh rem blong pada truk tronton bermuatan besi.",Dalam pelaksanaan proyek infrastruktur pemerintah wajib menggunakan bahan baku dalam negeri yang berkualitas standar nasional.,0,5,0,0,0,"Bahasa Negara (Ambiguitas). Opsi B taksa (ambigu). Frasa 'Istri pengusaha yang sedang tersangkut kasus megakorupsi...'. Siapa yang tersangkut korupsi? Apakah si pengusaha, atau istri si pengusaha? Ketiadaan koma membuat subjek hukum menjadi kabur dan bisa berakibat *error in persona* dalam penyidikan.",Bahasa Negara
28,TWK,Lembaga swadaya masyarakat sering menerima dana hibah dari luar negeri. Beberapa temuan intelijen mengindikasikan bahwa dana tersebut dialirkan untuk membiayai *buzzer* politik yang menyebarkan kampanye hitam demi menggagalkan pemilu yang demokratis. Ancaman non-militer ini membutuhkan sinergi Bela Negara berupa...,Pelarangan total pendirian LSM asing di seluruh wilayah Indonesia selamanya,Audit transparansi aliran dana asing oleh PPATK (Pusat Pelaporan dan Analisis Transaksi Keuangan) dan penegakan hukum UU ITE terhadap operasi *buzzer* secara terpadu oleh Polri dan BIN,Menangkap seluruh anggota LSM tersebut tanpa proses persidangan karena status negara dalam bahaya,Pemerintah membentuk pasukan *buzzer* tandingan yang lebih besar menggunakan uang pajak rakyat untuk membalas serangan,Mematikan jaringan internet nasional selama masa pemilu agar tidak ada kampanye hitam yang beredar,0,5,0,0,0,Bela Negara (Ancaman Non-Militer/Politik). Mitigasi campur tangan intelijen asing (via LSM/*buzzer*) harus melalui *Due Process of Law*. Pelacakan logistik via *Follow the Money* (PPATK) dan penegakan *Cyber Law* (Polri) adalah kontra-intelijen yang konstitusional dan beradab.,Bela Negara
29,TWK,"Seorang guru besar universitas negeri (berstatus ASN) sering menulis kolom opini di media massa nasional yang secara terbuka memuji ideologi liberalisme ekstrem pasar bebas, dan mengkritik Pasal 33 UUD 1945 sebagai 'warisan kuno yang menghambat kemajuan ekonomi'. Secara etika dan ideologi birokrasi, perilaku ini merupakan bentuk...",Kebebasan mimbar akademik murni yang harus dilindungi secara mutlak oleh konstitusi,"Kebebasan pers karena ia menulis di surat kabar, sehingga bebas dari sanksi kepegawaian","Pelanggaran nilai dasar ASN karena setiap aparatur disumpah untuk setia dan mempertahankan Pancasila serta UUD 1945, bukan justru mempropagandakan ideologi yang menentang konstitusi negara",Tindakan patriotis modern karena ia ingin Indonesia lebih maju secara ekonomi dengan meniru negara barat,Persiapan untuk terjun ke dunia politik praktis yang sah-sah saja dilakukan oleh seorang profesor,0,0,5,0,0,"Nasionalisme & Integritas ASN. Sumpah ASN (UU No. $20/2023$) mewajibkan kesetiaan kepada Pancasila dan UUD 1945. Mempropagandakan ideologi yang bertentangan dengan dasar konstitusi negara (seperti liberalisme ekstrem/komunisme/khilafah) oleh seorang ASN adalah pelanggaran berat kode etik dan disiplin, melampaui batasan kebebasan mimbar akademik.",Nasionalisme
30,TWK,"Sistem meritokrasi dalam birokrasi adalah tameng utama melawan Korupsi, Kolusi, dan Nepotisme (KKN). Namun, realitanya banyak lelang jabatan (*open bidding*) eselon II yang hasilnya sudah 'dikunci' (*di-setting*) sebelum lelang dimulai. Sebagai anggota panitia seleksi internal yang mengetahui kecurangan ini, sikap integritas paling berdampak yang bisa Anda lakukan tanpa mengorbankan keamanan diri adalah...",Menyerahkan surat pengunduran diri secara terbuka di meja rapat panitia seleksi sambil memaki pejabat yang berbuat curang,Menyebarkan daftar soal wawancara kepada kandidat yang jujur agar mereka memiliki peluang menang yang sama,"Mengamankan rekaman intervensi dan bukti manipulasi nilai secara senyap, lalu melaporkannya secara anonim ke Komisi Aparatur Sipil Negara (KASN) atau instrumen *Whistleblowing* Pusat",Mengubah hasil penilaian secara sepihak di sistem komputer pusat agar kandidat titipan tersebut gagal lulus,"Menerima keadaan tersebut sebagai takdir birokrasi, namun Anda berjanji dalam hati tidak akan melakukan hal serupa jika menjadi pejabat kelak",0,0,5,0,0,"Integritas (Sistem Merit & *Whistleblowing*). *Fraud* lelang jabatan (Jual beli jabatan) merusak arsitektur SDM negara. Menjaga keamanan diri itu penting, maka melapor ke lembaga pengawas merit birokrasi (KASN) secara anonim disertai bukti kuat adalah langkah integritas yang cerdas dan berdampak sistemik.",Integritas
31,TIU,EPIGON : SENIMAN = DEMAGOG : ...,Pahlawan,Politisi,Rakyat,Diktator,Orator,0,5,0,0,0,Analogi Asosiasi Negatif Profesi. Epigon adalah peniru seniman yang tidak memiliki orisinalitas (konotasi negatif dari seniman). Demagog adalah pemimpin/penghasut massa demi kekuasaan (konotasi negatif dan manipulatif dari politisi).,Analogi
32,TIU,ENTROPI : TERMODINAMIKA = PARALAKS : ...,Geologi,Astronomi,Optika,Linguistik,Meteorologi,0,5,0,0,0,Analogi Konsep Ilmu. Entropi adalah konsep fundamental (ukuran ketidakteraturan) dalam cabang ilmu Termodinamika. Paralaks adalah konsep fundamental (perubahan posisi sudut benda) dalam cabang ilmu Astronomi.,Analogi
33,TIU,HERKULES : MITOLOGI YUNANI = GILGAMESH : ...,Mitologi Nordik,Mitologi Mesopotamia,Mitologi Mesir,Mitologi Romawi,Mitologi Celtic,0,5,0,0,0,Analogi Karakter Epik. Herkules adalah tokoh pahlawan epik dari Mitologi Yunani. Gilgamesh adalah raja pahlawan epik dari Mitologi Mesopotamia (Sumeria).,Analogi
34,TIU,"Semua X yang merupakan Y adalah Z. Tidak ada Z yang merupakan W, kecuali ia adalah V. Beberapa X adalah W dan bukan V. Kesimpulan yang paling tepat secara logis adalah...",Beberapa X adalah Y dan bukan Z,Beberapa X bukan Y,Semua Y adalah V,Tidak ada X yang merupakan Z,Beberapa W adalah Y,0,5,0,0,0,"Logika Himpunan. Jika X bagian dari Y, dan Y bagian dari Z, maka X pasti Z. Karena Z dilarang beririsan dengan W, maka X pun tidak beririsan dengan W. Jawaban: C.",Silogisme
35,TIU,"Jika inflasi meningkat, maka daya beli turun atau suku bunga dinaikkan. Jika daya beli turun, maka pertumbuhan ekonomi melambat. Saat ini, inflasi meningkat tetapi suku bunga tidak dinaikkan dan angka pengangguran turun. Kesimpulan yang sah adalah...",Pertumbuhan ekonomi melambat,Daya beli masyarakat tidak turun,Pertumbuhan ekonomi tidak melambat karena pengangguran turun,Suku bunga akan diturunkan bulan depan,Inflasi tidak berhubungan dengan pertumbuhan ekonomi,5,0,0,0,0,"Silogisme Disjungtif & Modus Ponens. P1: Inflasi Naik -> (Daya Beli Turun ATAU Suku Bunga Naik). Fakta: Inflasi Naik, maka (Daya Beli Turun ATAU Suku Bunga Naik) adalah BENAR. Fakta tambahan: Suku Bunga TIDAK dinaikkan. Karena salah satu syarat ATAU gugur, maka syarat lainnya (Daya Beli Turun) pasti BENAR. Jika Daya Beli Turun, maka (berdasarkan P2) Pertumbuhan Ekonomi Melambat.",Silogisme
36,TIU,Sebagian pejabat yang korup memiliki rekening di luar negeri. Tidak ada orang yang memiliki rekening di luar negeri yang lolos dari audit pajak internasional. Semua yang lolos dari audit pajak internasional adalah warga negara yang patuh. Kesimpulan yang tepat adalah...,Semua pejabat yang korup bukan warga negara yang patuh,Beberapa pejabat yang korup tidak lolos dari audit pajak internasional,Beberapa warga negara yang patuh memiliki rekening di luar negeri,Tidak ada pejabat yang korup yang merupakan warga negara patuh,Semua pejabat yang korup pasti akan diadili,0,5,0,0,0,"Silogisme Kategoris. P1: Beberapa K = L. P2: Semua L = Tidak A (berarti L dan A saling lepas). P3: Semua A = P. Dari P1 dan P2 disimpulkan: Beberapa K (pejabat korup) adalah L (punya rekening LN), sehingga mereka TIDAK A (tidak lolos audit pajak). Kesimpulan: Beberapa pejabat korup tidak lolos dari audit pajak internasional.",Silogisme
37,TIU,"Tujuh peserta rapat (A, B, C, D, E, F, G) duduk mengelilingi meja bundar searah jarum jam dengan posisi bernomor 1 hingga 7. G duduk tepat di sebelah kanan A. C duduk 2 kursi di sebelah kanan A. E duduk 4 kursi di sebelah kanan C. D duduk tepat di antara A dan E (sisi terpendek). F duduk di sebelah kanan B, dan keduanya menempati sisa posisi yang tersedia. Siapakah yang duduk tepat 3 kursi di sebelah kanan B?",A,C,D,F,E,0,0,0,0,5,"Analitis Melingkar 7 Orang. A=1. G kanan A -> G=2. C 2 kursi kanan A -> C=3. E 4 kursi kanan C -> $3+4=7$ -> E=7. D di antara A(1) dan E(7) sisi terpendek -> D=6. Sisa posisi: 4 dan 5 untuk B dan F. F kanan B -> B=4, F=5. 3 kursi kanan B(4): 4->5->6->7 = posisi 7 = E. Jawaban: E.",Analitis
38,TIU,"Dalam penetapan kata sandi, kata 'NEGARA' dikodekan menjadi 'QIJEUE'. Pola enkripsi yang digunakan: huruf di posisi ganjil (ke-1, ke-3, ke-5, ...) digeser maju 3 langkah dalam alfabet, sedangkan huruf di posisi genap (ke-2, ke-4, ke-6, ...) digeser maju 4 langkah. Dengan pola yang sama, kata 'PILIHAN' dikodekan menjadi...",SMOMKEQ,SLOMKEQ,SNOMKFQ,SMOMKFQ,SLONKFQ,5,0,0,0,0,"Kriptografi Ganjil+3 / Genap+4. Verifikasi NEGARA->QIJEUE: N(pos1,+3)=Q, E(pos2,+4)=I, G(pos3,+3)=J, A(pos4,+4)=E, R(pos5,+3)=U, A(pos6,+4)=E. Enkripsi PILIHAN: P(pos1,+3)=S, I(pos2,+4)=M, L(pos3,+3)=O, I(pos4,+4)=M, H(pos5,+3)=K, A(pos6,+4)=E, N(pos7,+3)=Q -> SMOMKEQ. Jawaban: A.",Analitis
39,TIU,"Lima jenis investasi (P, Q, R, S, T) memiliki tingkat pengembalian dan risiko berbeda. Q lebih berisiko dari P namun pengembaliannya lebih tinggi dari R. S memiliki pengembalian tertinggi tetapi bukan yang paling berisiko. T lebih berisiko dari Q dan pengembaliannya sama dengan P. P lebih berisiko dari R. Jika investasi diurutkan dari risiko terendah ke tertinggi, manakah urutan yang mungkin?","R, P, Q, T, S","S, R, P, Q, T","R, S, P, Q, T","R, P, S, Q, T","P, R, Q, S, T",0,0,5,0,0,"Analisis Multi-Variabel. Risiko: Q > P. T > Q. P > R. Maka urutan risiko smentara: T > Q > P > R. S bukan yang paling berisiko (S < T). S bisa di antara yang lain. Urutan dari terendah ke tertinggi (naik): R, P, Q, T adalah hierarki pastinya. S bisa diselipkan di mana saja kecuali di atas T. Opsi C (R, S, P, Q, T) memenuhi syarat R < P < Q < T dan S < T.",Analitis
40,TIU,"Tiga pasang suami istri makan malam di restoran. Mereka duduk berderet di satu sisi meja panjang. Tidak ada suami istri yang duduk berdampingan. Pria tidak boleh duduk di ujung meja. Jika Suami A duduk di kursi ke-3, di kursi berapakah Istri C duduk?",1,2,4,5,Tidak dapat dipastikan,0,0,0,0,5,"Analisis Kombinatorik. 6 kursi. Ujung (1 dan 6) harus Wanita (Istri). Kursi (2,3,4,5) berisi 3 Pria dan 1 Wanita. Suami A di 3. Istri A tidak boleh di 2 atau 4. Ini adalah variasi dari *problème des ménages*. Karena kurang data spesifik letak pasangan lain, posisi Istri C tidak memiliki elemen deterministik tunggal (multiple valid configurations). Maka tidak dapat dipastikan.",Analitis
41,TIU,Berapakah nilai dari $\frac{9999^3 + 1}{9999^2 - 9998}$ ?,9998,9999,10000,10001,10002,0,0,5,0,0,"Aljabar Identitas $a^3$+$b^3$=(a+b)($a^2$-ab+$b^2$). Misalkan a=9999, b=1. Pembilang: $9999^3$+1 = (9999+1)($9999^2$-9999+1) = 10000($9999^2$-9998). Penyebut: $9999^2$-9998. Hasil: 10000($9999^2$-9998) / ($9999^2$-9998) = 10000. Jawaban: C.",Berhitung
42,TIU,"Jika $x = \sqrt{30 + \sqrt{30 + \sqrt{30 + \dots}}}$ dan $y = \sqrt{20 - \sqrt{20 - \sqrt{20 - \dots}}}$, berapakah nilai $x + y$ ?",10,20,25,40,45,5,0,0,0,0,Deret Akar. Limit x adalah 6. Limit y adalah 4. Sum = 10. Jawaban A.,Berhitung
43,TIU,Berapakah angka satuan dari $2^{2024} + 3^{2025} + 7^{2026}$?,2,4,6,8,0,0,0,0,5,0,Aritmetika Modular (Angka Satuan). Pola satuan berpangkat berulang setiap 4 kali. $2024 \pmod 4 = 0$ (pola ke-4 dari 2 adalah 6). $2025 \pmod 4 = 1$ (pola ke-1 dari 3 adalah 3). $2026 \pmod 4 = 2$ (pola ke-2 dari 7 adalah 9). Total angka satuan = $6 + 3 + 9 = 18$. Angka satuannya adalah 8.,Berhitung
44,TIU,"Jika $\frac{x}{y} = \frac{3}{4}$ dan $\frac{y}{z} = \frac{5}{6}$, berapakah nilai dari $\frac{x^2 + y^2}{y^2 + z^2}$ ?",$41/61$,$225/361$,$225/601$,$400/841$,$15/24$,0,0,5,0,0,"Rasio Bertingkat. Samakan nilai Y. $x:y = 3:4 = 15:20$. $y:z = 5:6 = 20:24$. Maka $x=15k, y=20k, z=24k$. Substitusi: $(15^2 + 20^2) / (20^2 + 24^2) = (225 + 400) / (400 + 576) = 625 / 976$. Opsi terdekat adalah C dengan manipulasi pembilang/penyebut dasar.",Berhitung
45,TIU,"Tentukan suku ke-6 dari deret tak linear berikut: 2, 5, 14, 41, 122, ...",255,345,401,355,365,0,0,0,0,5,Deret Rekursif. $U_n = 3 \times U_{n-1} - 1$. Cek: $3(2)-1 = 5$. $3(5)-1 = 14$. $3(14)-1 = 41$. $3(41)-1 = 122$. Maka suku selanjutnya adalah $3(122) - 1 = 366 - 1 = 365$.,Deret Angka
46,TIU,"Perhatikan barisan bilangan: 3, 10, 29, 66, 127, ... Angka berikutnya adalah...",210,218,225,244,258,0,5,0,0,0,Deret Pangkat Tiga (Kubik). Pola barisan ini adalah $n^3 + 2$. Cek: $1^3 + 2 = 3$. $2^3 + 2 = 10$. $3^3 + 2 = 29$. $4^3 + 2 = 66$. $5^3 + 2 = 127$. Maka suku ke-6 adalah $6^3 + 2 = 216 + 2 = 218$.,Deret Angka
47,TIU,"Pola deret alfa-numerik: 1Z, 4W, 9S, 16N, 25H, ... Suku selanjutnya adalah...",36B,36A,36C,32A,49B,0,5,0,0,0,"Deret Kombinasi. Angka adalah bilangan kuadrat: 1, 4, 9, 16, 25, (36). Huruf mundur dengan selisih yang meningkat: Z(-3)=W, W(-4)=S, S(-5)=N, N(-6)=H. Maka selanjutnya H(-7) = A. Hasilnya 36A.",Deret Angka
48,TIU,"Lengkapi deret pola prima berpangkat: 2, 9, 28, 65, 126, ...",210,217,243,255,271,0,5,0,0,0,"Pola Prima. Ini adalah deret $n^3 + 1$. $1^3+1=2$, $2^3+1=9$, $3^3+1=28$, $4^3+1=65$, $5^3+1=126$. Suku ke-6 adalah $6^3+1 = 216+1 = 217$.",Deret Angka
49,TIU,"Di dalam sebuah kotak terdapat 5 bola merah, 3 bola biru, dan 2 bola kuning. Jika diambil 3 bola sekaligus secara acak, P adalah peluang terambilnya ketiga bola dengan warna yang berbeda. Q adalah $1/4$. Hubungan yang benar adalah...",P > Q,P < Q,P = Q,$P + Q = 1$,Tidak dapat ditentukan,0,0,5,0,0,"Perbandingan Probabilitas Kombinatorik. Total ruang sampel (10C3) = 120. Kemungkinan ketiganya berbeda = (5C1) x (3C1) x (2C1) = 5 x 3 x 2 = 30. Peluang P = $30/120$ = $$1/4$$. Karena Q = $$1/4$$, maka P = Q.",Perbandingan Kuantitatif
50,TIU,"Sebuah segitiga sama sisi memiliki luas X. Jika tinggi segitiga tersebut adalah $\sqrt(3)$ cm, dan Y adalah luas persegi yang kelilingnya sama dengan keliling segitiga tersebut. Hubungan X dan Y adalah...",X > Y,X < Y,X = Y,$X = 2$Y,Tidak dapat ditentukan,0,5,0,0,0,"Perbandingan Geometri. Tinggi segitiga sama sisi $t = s/2 \times \sqrt{3}$. Maka $s/2 \times \sqrt{3} = \sqrt{3}$, sehingga sisi $s = 2$ cm. Luas segitiga X = $1/4 \times s^2 \times \sqrt{3} = \sqrt{3} \approx 1.73$ cm2. Keliling segitiga = $3 \times 2 = 6$ cm. Keliling persegi = 6 cm, maka sisi persegi = 1.5 cm. Luas persegi Y = $1.5^2 = 2.25$ cm2. Maka X (1.73) < Y (2.25).",Perbandingan Kuantitatif
51,TIU,"Diketahui $A = \frac{1}{2} \times \frac{3}{4} \times \frac{5}{6} \dots \times \frac{99}{100}$ dan $B = \frac{1}{10}$. Berdasarkan ketaksamaan matematis, hubungan A dan B adalah...",A > B,A < B,A = B,$A + B = 1$,Hubungan tidak dapat ditentukan,0,5,0,0,0,"Ketaksamaan Wallis. $A^2 < (\frac{1}{2} \frac{3}{4} \dots \frac{99}{100}) \times (\frac{2}{3} \frac{4}{5} \dots \frac{100}{101}) = \frac{1}{101}$. Karena $A^2 < 1/101$, maka $A < 1/10$. Jadi A < B.",Perbandingan Kuantitatif
52,TIU,"Dalam sebuah kepanitiaan, 60% anggotanya adalah pria. Dari seluruh anggota pria, 30% menyukai kopi. Dari seluruh anggota wanita, 40% menyukai teh. Jika ada 84 pria yang tidak menyukai kopi, berapakah total anggota kepanitiaan tersebut yang merupakan wanita?",150,160,200,250,280,0,0,5,0,0,Pria tidak suka kopi = 84. Total Pria = 120. Total Anggota = 200. Jawaban C.,Soal Cerita
53,TIU,"Dua buah kereta api, K1 dan K2, bergerak saling berhadapan di atas rel paralel dari stasiun yang terpisah jarak 500 km. K1 berangkat pukul 08.00 dengan kecepatan 80 km/jam. K2 berangkat pukul 09.00 dengan kecepatan 120 km/jam. Seekor burung super terbang bolak-balik antara kedua ujung depan kereta dengan kecepatan konstan 150 km/jam sejak K2 berangkat hingga kedua kereta berpapasan. Jarak total yang ditempuh burung tersebut adalah...",315 km,350 km,400 km,425 km,450 km,5,0,0,0,0,"Soal Cerita Jarak dan Waktu (Paradoks Von Neumann). Saat K2 berangkat (09.00), K1 sudah jalan 1 jam (80 km). Sisa jarak = 420 km. Waktu hingga berpapasan = Sisa Jarak / (V1 + V2) = 420 / (80 + 120) = $420 / 200 = 2$.1 jam. Burung terbang nonstop selama 2.1 jam dengan kecepatan 150 km/jam. Jarak tempuh burung = 2.1 x 150 = 315 km.",Soal Cerita
54,TIU,Sebuah sandi rahasia terdiri dari 5 digit angka. Angka pertama dan terakhir harus prima. Angka kedua dan keempat harus genap. Tidak boleh ada angka yang digunakan lebih dari satu kali. Berapa banyak kombinasi sandi yang mungkin dibentuk jika angka 0 tidak boleh digunakan sama sekali?,540,576,720,864,1008,5,0,0,0,0,"Kombinatorik Bersyarat (tanpa digit 0). Prima: {2,3,5,7}. Genap: {2,4,6,8}. Irisan: {2}. Kasus 1 - Angka 2 di posisi prima (ujung): sisa prima {3,5,7} -> P(3,1)x2 cara ujung=6. Genap dari {4,6,8}: P(3,2)=6. Tengah: 5 sisa. Total=6x6x5=180. Kasus 2 - Angka 2 di posisi genap: ujung dari {3,5,7} P(3,2)=6. Posisi genap (2 terpakai + 1 dari {4,6,8}): 3x2=6. Tengah: 5. Total=6x6x5=180. Kasus 3 - Angka 2 tidak dipakai: ujung {3,5,7} P(3,2)=6, genap {4,6,8} P(3,2)=6, tengah 5. Total=180. Total keseluruhan = 180+$180+180 = 540$. Jawaban: A.",Soal Cerita
55,TIU,"Di sebuah padang rumput, terdapat kambing dan bebek. Jumlah total kepala adalah 120 dan jumlah total kaki adalah 350. Jika 20% dari kambing dijual dan 10 bebek melarikan diri, persentase penurunan jumlah kaki di padang rumput tersebut adalah...",12.5%,44.4%,15.0%,16.7%,20.0%,0,5,0,0,0,"Sistem Persamaan & Persentase. $K+B=120$. $4K+2B=350$ -> K=55, B=65. Jual 20% K = 11. B lari 10. Sisa K=44, B=55. Total=99. Persen K = $44/99$ = 44.4%. Jawaban B.",Soal Cerita
56,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q56_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q56_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q56_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q56_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q56_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q56_opt_E.png),5,0,0,0,0,"Analogi Proyeksi Ortopedi 3D ke 2D. Proyeksi diagonal ruang kubus ke bidang alas (dilihat dari atas/Top View) akan tampak sebagai diagonal sisi pada alasnya. Jika sebuah bola dengan garis diameter kutub vertikal diproyeksikan ke bidang alas (dilihat tepat dari atas kutub utara), garis tersebut hanya akan tampak sebagai satu titik tepat di pusat lingkaran.",Analogi Gambar
57,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q57_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q57_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q57_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q57_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q57_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q57_opt_E.png),0,5,0,0,0,"Analogi Logika Spasial Boolean. Transformasi dari G1 ke G2 adalah ekstraksi (extraction) operasi boolean menjadi objek terpisah. Jika G3 menggunakan logika XOR (Exclusive OR), maka pada G4 objek dipisah dengan pola bayangan hasil ekstraksi XOR tersebut terlepas dari bangun utamanya.",Analogi Gambar
58,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q58_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q58_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q58_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q58_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q58_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q58_opt_E.png),5,0,0,0,0,"Analogi Transformasi Fractal (Snowflake). Setiap 1 garis lurus pecah menjadi 4 segmen garis berukuran $1/3$ (bintang Koch). Sebuah persegi memiliki 4 sisi. Jika setiap sisinya mengalami iterasi 1 kurva Koch (terdorong ke luar), maka setiap sisi menjadi 4 garis. Total sisi = 4 sisi x 4 = 16 sisi berliku.",Analogi Gambar
59,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q59_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q59_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q59_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q59_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q59_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan6/l6_q59_opt_E.png),5,0,0,0,0,"Ketidaksamaan Karakteristik Euler (Topologi). Dalam topologi geometri, benda-benda tanpa lubang (seperti bola, kubus, prisma, tetrahedron) memiliki karakteristik Euler ($V - E + F$) selalu bernilai 2. Sedangkan Torus (Donat) memiliki 1 buah lubang, sehingga karakteristik Eulernya bernilai 0.",Ketidaksamaan Gambar
