number,segment,content,option_a,option_b,option_c,option_d,option_e,score_a,score_b,score_c,score_d,score_e,discussion,sub_category
26,TWK,Penulisan kalimat yang sesuai dengan kaidah Ejaan Bahasa Indonesia (PUEBI/EYD) terkait penggunaan huruf kapital dan miring pada istilah spesifik terdapat pada kalimat...,Gubernur Jawa Barat meresmikan *Car Free Day* yang akan dilaksanakan setiap hari minggu.,Rancangan Undang-Undang kesejahteraan ibu dan anak telah disahkan menjadi Undang-Undang pada Rapat Paripurna DPR RI.,Profesor Budi mempresentasikan makalah berjudul *Dampak Perubahan Iklim Terhadap Ekosistem Mangrove* di Konferensi Internasional.,Surat Keputusan Menteri Pendidikan nomor 12 Tahun 2024 mengatur tentang standarisasi kurikulum merdeka.,Dalam bahasa hukum dikenal asas *presumption of innocence* atau asas Praduga tak Bersalah yang harus dipegang teguh oleh aparat.,0,0,5,0,0,"Opsi C benar (Judul buku/makalah/artikel di dalam kalimat dicetak miring, dengan huruf kapital di awal kata). Analisis opsi lain: A salah (hari minggu -> hari Minggu, *Car Free Day* harus miring). B salah (kesejahteraan ibu dan anak -> Kesejahteraan Ibu dan Anak, huruf awal UU harus kapital). D salah (nomor -> Nomor, standarisasi -> standardisasi). E salah (Praduga tak Bersalah -> asas praduga tak bersalah, huruf kecil karena bukan nama dokumen/judul).",Bahasa Negara
27,TWK,'Bahasa Indonesia berfungsi sebagai bahasa pengantar di lembaga pendidikan.' Konsekuensi yuridis dari fungsi ini berdasarkan UU No. 24 Tahun 2009 untuk sekolah-sekolah berstandar internasional (SPK) di Indonesia adalah...,Sekolah internasional dilarang keras menggunakan bahasa asing dalam mata pelajaran apa pun,Sekolah internasional dibebaskan menggunakan bahasa asing sepenuhnya karena siswanya mayoritas warga negara asing,"Sekolah tersebut wajib menggunakan Bahasa Indonesia sebagai bahasa pengantar, setidaknya pada mata pelajaran Bahasa Indonesia, Pendidikan Agama, dan Pendidikan Kewarganegaraan bagi WNI",Sekolah internasional harus menyediakan penerjemah tersumpah bagi setiap siswa lokal yang belajar di sana,Sekolah tersebut harus memisahkan gedung kelas antara siswa lokal dan siswa asing untuk kemudahan bahasa,0,0,5,0,0,"Meskipun berlabel sekolah internasional (Satuan Pendidikan Kerjasama), UU mewajibkan penggunaan Bahasa Indonesia sebagai bahasa pengantar untuk mata pelajaran nasional esensial (Pancasila, Kewarganegaraan, Agama, dan Bahasa Indonesia) bagi siswa WNI demi menjaga jati diri bangsa.",Bahasa Negara
28,TWK,Penyusunan naskah dinas birokrasi menuntut kalimat efektif dan tidak ambigu (taksa). Manakah di bawah ini yang merupakan contoh kalimat ambigu (bermakna ganda) yang sangat fatal jika digunakan dalam surat keputusan?,Pemerintah memberikan bantuan mesin traktor kepada seluruh kelompok tani di Desa Suka Makmur.,Sumbangan warga miskin yang disalurkan melalui dinas sosial telah diaudit oleh Badan Pemeriksa Keuangan.,Seluruh pegawai negeri sipil diwajibkan mengikuti upacara bendera dalam rangka peringatan Hari Kemerdekaan.,Kepala desa menyampaikan laporan pertanggungjawaban dana desa di depan majelis warga secara terbuka.,Proyek pembangunan infrastruktur jembatan gantung tersebut direncanakan selesai pada kuartal ketiga tahun ini.,0,5,0,0,0,"Opsi B ambigu secara fatal. Frasa 'Sumbangan warga miskin' bermakna ganda: 1) Sumbangan yang DIBERIKAN OLEH warga miskin, ATAU 2) Sumbangan yang DITUJUKAN UNTUK warga miskin. Kalimat dinas harus tegas subjek/objeknya (misal: Sumbangan untuk warga miskin...).",Bahasa Negara
29,TWK,Penggunaan konjungsi (kata penghubung) intrakalimat dan antarkalimat sering tertukar dalam penulisan laporam dinas. Kalimat yang penempatan konjungsinya tidak tepat secara struktural adalah...,"Walaupun hujan turun dengan sangat lebat, upacara peringatan Hari Pahlawan tetap dilaksanakan dengan khidmat.","Penyaluran bantuan logistik tersendat karena akses jalan terputus. Oleh karena itu, helikopter TNI dikerahkan untuk melakukan _airdrop_.","Banyak perusahaan rintisan yang gagal bertahan di tahun pertama. Namun demikian, sektor ekonomi kreatif secara makro terus menunjukkan pertumbuhan positif.","Sehingga, kebijakan pengetatan anggaran harus segera diimplementasikan untuk mencegah defisit fiskal yang lebih dalam pada kuartal mendatang.","Tim ahli merekomendasikan penutupan tambang tersebut; sebaliknya, pihak investor mendesak agar operasional tetap dilanjutkan dengan syarat perbaikan AMDAL.",0,0,0,5,0,"Opsi D salah fatal. Kata 'Sehingga' adalah konjungsi INTRAkalimat (digunakan di dalam satu kalimat untuk menyatakan akibat), BUKAN konjungsi ANTARkalimat (tidak boleh digunakan di awal kalimat yang diawali huruf kapital). Seharusnya menggunakan 'Oleh karena itu,' atau 'Dengan demikian,'.",Bahasa Negara
30,TWK,"Dalam forum resmi kenegaraan berskala internasional (seperti KTT ASEAN atau G20) yang diselenggarakan di wilayah NKRI, seorang pejabat tinggi Indonesia (Presiden/Wapres) diamanatkan oleh UU No. 24 Tahun 2009 untuk...",Menggunakan bahasa Inggris dengan fasih untuk menunjukkan bahwa bangsa Indonesia adalah bangsa yang terpelajar dan setara dengan negara maju,"Berpidato menggunakan Bahasa Indonesia secara penuh sebagai simbol kedaulatan identitas negara merdeka, meskipun audiens mayoritas adalah kepala negara asing",Berpidato menggunakan dua bahasa secara bergantian (bilingual) agar mudah dipahami secara langsung tanpa alat penerjemah,Memilih untuk diam dan membiarkan juru bicara kepresidenan yang menyampaikan pernyataan resmi dalam bahasa asing,Menggunakan bahasa asing yang paling banyak digunakan oleh mayoritas peserta konferensi sebagai bentuk keramahtamahan tuan rumah,0,5,0,0,0,"UU No. 24 Tahun 2009 secara tegas mewajibkan Presiden, Wakil Presiden, dan Pejabat Negara RI untuk berpidato menggunakan Bahasa Indonesia dalam forum resmi baik di dalam negeri maupun di luar negeri (sebagai manifestasi martabat, identitas, dan kedaulatan negara). Pemahaman audiens asing dijembatani oleh *interpreter* (penerjemah).",Bahasa Negara
31,TIU,APRIORI : PENGALAMAN = ... : ...,Korelasi : Hubungan,Aksioma : Pembuktian,Deduksi : Konklusi,Hipotesis : Observasi,Otodidak : Guru,0,0,0,0,5,"Analogi Ketidakberadaan (Ketiadaan syarat). Pengetahuan Apriori adalah pengetahuan yang diperoleh TANPA melalui Pengalaman. Otodidak adalah kemampuan yang diperoleh TANPA melalui Guru. Aksioma memang tanpa pembuktian, namun Otodidak:Guru lebih paralel secara gramatikal (konsep : sumber).",Analogi
32,TIU,ANOMALI : KETERATURAN = OKSIMORON : ...,Keindahan,Kesinambungan,Konsistensi,Keterikatan,Kepaduan,0,0,5,0,0,Analogi Antonim Konseptual. Anomali adalah suatu bentuk penyimpangan dari Keteraturan. Oksimoron (gaya bahasa yang menggabungkan dua kata bertentangan) adalah suatu bentuk penyimpangan dari Konsistensi (kelogisan/keselarasan makna).,Analogi
33,TIU,TESIS : ANTITESIS : SINTESIS = ... : ... : ...,Masalah : Solusi : Evaluasi,Aksi : Reaksi : Keseimbangan,Hipotesis : Eksperimen : Kesimpulan,Tuntutan : Pembelaan : Vonis,Ide : Pelaksanaan : Hasil,0,5,0,0,0,Analogi Dialektika (Hegel). Tesis (keadaan awal) berbenturan dengan Antitesis (lawan) sehingga menghasilkan Sintesis (keadaan baru yang lebih baik/stabil). Aksi (gaya awal) berbenturan dengan Reaksi (gaya lawan) menghasilkan Keseimbangan (ekuilibrium).,Analogi
34,TIU,"Jika tarif impor dinaikkan, maka volume barang impor turun dan industri lokal bangkit. Jika industri lokal bangkit, maka penyerapan tenaga kerja meningkat. Saat ini, penyerapan tenaga kerja tidak meningkat atau pendapatan negara dari pajak bertambah. Ternyata, pendapatan negara dari pajak tidak bertambah. Kesimpulan yang tepat adalah...",Volume barang impor tidak turun,Tarif impor dinaikkan namun industri lokal gagal bangkit,Tarif impor tidak dinaikkan,Penyerapan tenaga kerja tetap stabil meskipun industri lokal bangkit,Industri lokal tidak bangkit karena barang impor tetap masuk,0,0,5,0,0,"Silogisme Kondisional Lanjutan (Modus Tollens + Disjungsi). Premis 3: Kerja (TIDAK) ATAU Pajak (NAIK). Fakta: Pajak (TIDAK NAIK). Maka: Kerja (TIDAK NAIK). Jika Kerja (TIDAK NAIK), maka Industri (TIDAK BANGKIT). Jika Industri (TIDAK BANGKIT), berarti konsekuensi dari premis 1 gagal terpenuhi. Maka antisedennya pasti salah: Tarif impor TIDAK dinaikkan.",Silogisme
35,TIU,Semua perusahaan multinasional mewajibkan karyawannya fasih berbahasa Inggris. Tidak ada perusahaan multinasional yang memberikan gaji di bawah UMR. Sebagian perusahaan yang berkantor di Sudirman memberikan gaji di bawah UMR. Kesimpulan yang paling tepat adalah...,Sebagian perusahaan di Sudirman bukan perusahaan multinasional dan karyawannya tidak fasih berbahasa Inggris,Semua perusahaan di Sudirman bukan perusahaan multinasional,Sebagian perusahaan di Sudirman bukan perusahaan multinasional,Karyawan perusahaan di Sudirman tidak fasih berbahasa Inggris,Beberapa karyawan perusahaan multinasional tidak berkantor di Sudirman,0,0,5,0,0,"Silogisme Kategoris. Karena perusahaan multinasional PASTI gaji di atas/sama dengan UMR, dan sebagian di Sudirman gajinya DI BAWAH UMR, maka sebagian perusahaan di Sudirman itu PASTI BUKAN perusahaan multinasional. (Opsi A salah karena kita tidak bisa menyimpulkan kemampuan bahasa Inggris karyawan perusahaan non-multinasional).",Silogisme
36,TIU,Tidak ada produk unggulan yang cacat produksi. Semua produk elektronik keluaran terbaru adalah produk unggulan. Beberapa produk elektronik keluaran terbaru diimpor dari luar negeri. Kesimpulannya adalah...,Beberapa produk yang diimpor dari luar negeri bukan produk unggulan,Semua produk elektronik keluaran terbaru tidak cacat produksi dan diimpor dari luar negeri,Beberapa produk elektronik keluaran terbaru yang diimpor dari luar negeri cacat produksi,Beberapa produk yang diimpor dari luar negeri tidak cacat produksi,Semua produk yang tidak cacat produksi diimpor dari luar negeri,0,0,0,5,0,"Silogisme Kombinasi. Produk elektronik baru = Unggulan = Tidak cacat. Karena BEBERAPA produk elektronik baru diimpor, maka BEBERAPA produk impor tersebut memiliki sifat produk elektronik baru, yaitu tidak cacat produksi.",Silogisme
37,TIU,"Enam orang delegasi (A, B, C, D, E, F) duduk melingkar. A duduk berseberangan dengan E. B duduk dua kursi di sebelah kanan A. C berseberangan dengan B. D tidak duduk di sebelah A. Siapakah yang duduk tepat di sebelah kiri C?",A,B,D,E,F,0,0,5,0,0,"Analitis Melingkar (6 orang). Posisi 1-6 searah jarum jam. A=1, E=4 (berseberangan). B duduk 2 kursi kanan A -> B=3. C berseberangan dengan B -> C=6. D tidak duduk di sebelah A (bukan posisi 2 atau 6) -> D=5. F mengisi sisa -> F=2. Kiri C (posisi 6) adalah posisi 5 = D. Jawaban: C.",Analitis
38,TIU,"Dalam penetapan kata sandi, 'ANGKASA' dikodekan sebagai 'CPIMCUC'. Dengan pola enkripsi alfabetis yang sama, bagaimana kata 'METEOR' dikodekan?",OGVGMU,OGVGQT,PGVHPU,PGVHQT,NFSFPS,0,5,0,0,0,"Kriptografi (+2 konstan). Verifikasi ANGKASA->CPIMCUC: $A+2=C$, $N+2=P$, $G+2=I$, $K+2=M$, $A+2=C$, $S+2=U$, $A+2=C$. Pole +2 di semua huruf. Enkripsi METEOR: $M+2=O$, $$E+2=G$$, $T+2=V$, $$E+2=G$$, $O+2=Q$, $R+2=T$ -> OGVGQT. Jawaban: B.",Analitis
39,TIU,"Tujuh tahapan proses (1 hingga 7) harus dikerjakan secara berurutan. Tahap R harus dikerjakan tepat setelah tahap P dan sebelum tahap Q. Tahap S harus dikerjakan setelah tahap Q dan T. Tahap T dikerjakan pertama kali. Tahap U dikerjakan tepat sebelum tahap S dan setelah tahap V. Jika V dikerjakan setelah Q, tahapan manakah yang dikerjakan pada urutan kelima?",P,Q,U,V,S,0,0,0,5,0,"Penalaran Urutan Bertingkat. Syarat: T(1). P, R, Q berurutan (P-R-Q). S setelah Q dan T. U tepat sebelum S (U-S) dan setelah V (V-U-S). V setelah Q (Q-V-U-S). Gabungkan dari T: T, P, R, Q, V, U, S. Urutan kelima adalah V. (T=1, P=2, R=3, Q=4, V=5, U=6, S=7).",Analitis
40,TIU,"Nilai ujian CPNS Andi lebih tinggi dari Budi, namun lebih rendah dari Candra. Dodi memiliki nilai lebih tinggi dari Erna, dan nilai Erna lebih tinggi dari Candra. Fahmi memiliki nilai lebih rendah dari Budi. Jika kuota kelulusan hanya untuk 3 orang dengan nilai tertinggi, siapakah yang tidak lulus namun memiliki nilai paling tinggi di antara yang gagal?",Andi,Budi,Candra,Dodi,Erna,5,0,0,0,0,"Penalaran Posisi Berlapis. Candra > Andi > Budi. Dodi > Erna > Candra. Budi > Fahmi. Gabungan: Dodi > Erna > Candra > Andi > Budi > Fahmi. Kuota 3 besar: Dodi, Erna, Candra. Yang gagal: Andi, Budi, Fahmi. Yang tertinggi di antara yang gagal adalah Andi.",Analitis
41,TIU,Berapakah hasil dari ($4$5^2$$ - $3$5^2$$) / $5^2$ ?,25,32,36,40,64,0,5,0,0,0,Berhitung Aljabar Cepat. Gunakan rumus selisih kuadrat $a^2$ - $b^2$ = (a-b)(a+b). Maka (45-35)(45+35) / 25 = (10 x 80) / 25 = 800 / 25. 800 dibagi 25 = 32.,Berhitung
42,TIU,Hasil dari operasi hitung $1/2$ + $1/6$ + $1/12$ + $1/2$0 + $1/30$ + $1/42$ adalah...,$6/7$,$7/8$,$5/6$,$8/9$,1,5,0,0,0,0,"Berhitung Pola Pecahan Teleskopik. $1/2$ = 1/(1x2) = $1/1$ - $1/2$. $$1/6$$ = 1/(2x3) = $1/2$ - $$1/3$$, dst. Deret menjadi ($1/1$ - $1/2$) + ($1/2$ - $$1/3$$) + ... + ($$1/6$$ - $$1/7$$). Semua suku tengah habis dikurangi. Tersisa ujung awal dan akhir: $1/1$ - $$1/7$$ = $6/7$.",Berhitung
43,TIU,"Jika $X = 87$,5% dari 64, dan $Y = 16$,67% dari 120. Maka nilai dari X + Y - (X / Y) adalah...",70,73.2,76,76.5,78,0,5,0,0,0,"Berhitung Pecahan Istimewa. 87,5% = $$7/8$$, maka X = $$7/8$$ x 64 = 56. 16,67% = $$1/6$$, maka Y = $$1/6$$ x 120 = 20. Pertanyaannya: X + Y - (X/Y) = 56 + 20 - ($56/20$) = 76 - 2.8 = 73.2.",Berhitung
44,TIU,Diketahui $$a^2$$ - $$b^2$$ = 39 dan $a - b = 3$. Berapakah nilai dari $$a^2$$ + $$b^2$$ ?,125,135,89,155,165,0,0,5,0,0,"Aljabar. Diketahui $a^2$-$b^2$=39 dan $$a-b=3$$. a+b = ($a^2$-$b^2$)/(a-b) = $39/3$ = 13. Sistem persamaan: $a+b=13$ dan $$a-b=3$$ -> a=8, b=5. $a^2$+$b^2$ = $64+25 = 89$. Jawaban: C.",Berhitung
45,TIU,"Tentukan angka selanjutnya dari deret bilangan Tribonacci modifikasi: 1, 2, 4, 7, 13, 24, 44, ...",72,81,88,91,102,0,5,0,0,0,Deret Angka Tribonacci. Pola terbentuk dari penjumlahan 3 angka sebelumnya. 1+$2+4=7$. 2+$4+7=13$. 4+$7+13=24$. 7+$13+24=44$. Maka selanjutnya adalah 13+$24+44 = 81$.,Deret Angka
46,TIU,"Perhatikan barisan berikut: 3, 5, 12, 38, 154, ... Angka berikutnya yang memenuhi pola adalah...",772,812,932,1044,1204,5,0,0,0,0,Pola Operasi Ganda Bertingkat. 3 x $1 + 2 = 5$. 5 x $2 + 2 = 12$. 12 x $3 + 2 = 38$. 38 x $4 + 2 = 154$. Maka selanjutnya 154 x $5 + 2 = 770$ + 2 = 772.,Deret Angka
47,TIU,"Tentukan lanjutan dari deret pecahan berikut: $1/2$, $3/5$, $8/13$, $21/34$, ...",$42/65$,$47/72$,$55/89$,$61/98$,$70/112$,0,0,5,0,0,"Deret Pecahan Fibonacci Terpisah. Pembilang: 1, 3, 8, 21 (Loncat fibonacci: 1, 1, 2, 3, 5, 8, 13, 21, 34, 55). Polanya mengambil suku ganjil fibonacci. Penyebut: 2, 5, 13, 34, 89 (Mengambil suku genap fibonacci). Maka pecahan selanjutnya adalah $55/89$.",Deret Angka
48,TIU,"Deret huruf: A, Z, C, X, F, U, J, Q, O, ... Huruf selanjutnya adalah...",K,L,M,N,O,0,5,0,0,0,"Deret Huruf 2 Pola Berselang. Suku ganjil (A, C, F, J, O): +2, +3, +4, +5. ($O+6 = U$). Suku genap (Z, X, U, Q): Mundur -2, -3, -4. (Q mundur 5 = L). Suku yang dicari adalah suku genap berikutnya, yaitu Q mundur 5 = L.",Deret Angka
49,TIU,Sebuah dadu bersisi 6 dilempar dua kali. X adalah peluang munculnya jumlah mata dadu 7. Y adalah peluang munculnya jumlah mata dadu 8. Hubungan yang benar adalah...,X > Y,X < Y,X = Y,X + $Y = 1$,Hubungan tidak dapat ditentukan,5,0,0,0,0,"Perbandingan Kuantitatif Probabilitas. Kombinasi jumlah 7 = (1,6), (2,5), (3,4), (4,3), (5,2), (6,1) -> 6 kejadian. Peluang X = $6/36$. Kombinasi jumlah 8 = (2,6), (3,5), (4,4), (5,3), (6,2) -> 5 kejadian. Peluang Y = $5/36$. Maka X > Y.",Perbandingan Kuantitatif
50,TIU,X adalah volume tabung dengan jari-jari r = 7 cm dan tinggi t = 10 cm. Y adalah volume kerucut dengan jari-jari r = 7 cm dan tinggi t = 30 cm. Hubungan X dan Y adalah...,X > Y,X < Y,X = Y,$X = 3$Y,Hubungan tidak dapat ditentukan,0,0,5,0,0,"Perbandingan Geometri Spasial. Volume X (Tabung) = phi x $$r^2$$ x t = phi x 49 x 10 = 490 phi. Volume Y (Kerucut) = $$1/3$$ x phi x $$r^2$$ x t = $$1/3$$ x phi x 49 x 30 = 490 phi. Karena 490 phi = 490 phi, maka X = Y.",Perbandingan Kuantitatif
51,TIU,"Andi berjalan sejauh 3 km ke Utara, lalu 4 km ke Timur. Jarak lurus Andi dari titik awal adalah X. Budi berjalan 6 km ke Selatan, lalu 8 km ke Barat. Jarak lurus Budi dari titik awal dibagi dua adalah Y. Maka...",X > Y,X < Y,X = Y,X + $Y = 15$,Hubungan tidak dapat ditentukan,0,0,5,0,0,"Perbandingan Phytagoras. Jarak lurus Andi (X) = $\sqrt($3^2$ + $4^2$)$ = $\sqrt(25)$ = 5. Jarak lurus Budi = $\sqrt($6^2$ + $8^2$)$ = $\sqrt(100)$ = 10. Y adalah jarak Budi dibagi dua, maka $Y = 10$ / 2 = 5. Jadi, X = Y.",Perbandingan Kuantitatif
52,TIU,"Seseorang membeli laptop seharga P. Ia menaikkan harganya 40%, lalu memberikan diskon berturut-turut sebesar 10% dan 15%. X adalah harga jual akhir laptop tersebut. Y adalah 1,071 P. Hubungan X dan Y adalah...",X > Y,X < Y,X = Y,$X = 1$.5 Y,Hubungan tidak dapat ditentukan,0,0,5,0,0,"Perbandingan Harga Bertingkat. Harga Jual Akhir (X) = P x (100%+40%) x (100%-10%) x (100%-15%) = P x 1.4 x 0.9 x 0.85. Hitung: 1.4 x 0.9 = 1.26. 1.26 x 0.85 = 1.071. Maka $X = 1$.071 P. Karena $Y = 1$.071 P, maka X = Y.",Perbandingan Kuantitatif
53,TIU,"Campuran kimia A memiliki konsentrasi alkohol 30%, sedangkan campuran B memiliki konsentrasi 50%. Jika seorang ilmuwan ingin membuat 400 ml campuran baru dengan konsentrasi alkohol 45%, berapakah volume campuran B yang harus digunakan?",100 ml,200 ml,250 ml,300 ml,350 ml,0,0,0,5,0,Soal Cerita Rasio Konsentrasi (Alegasi). Menggunakan rumus silang: Bagian A = (50% - 45%) = 5. Bagian B = (45% - 30%) = 15. Perbandingan A : B = 5 : 15 = 1 : 3. Total bagian = 4. Volume B = ($3/4$) x 400 ml = 300 ml.,Soal Cerita
54,TIU,"Andi berangkat dari Jakarta menuju Bandung pukul 07.00 dengan kecepatan 60 km/jam. Pada pukul 08.00, Andi beristirahat selama 30 menit, lalu melanjutkan perjalanan dengan kecepatan yang sama. Budi menyusul dari Jakarta pada pukul 07.30 dengan kecepatan 80 km/jam tanpa istirahat. Pukul berapa Budi tepat menyusul Andi?",08.15,08.30,08.45,09.00,09.15,5,0,0,0,0,"Soal Cerita Waktu Menyusul Kompleks. Pada 07.30, Andi berjarak 30 km. Dari 07.30-08.00 (0.5 jam), Andi tambah 30 km (total 60 km), Budi jalan 40 km (total 40 km). Pada 08.00, selisih jarak mereka 20 km. Pukul 08.00-08.30, Andi diam. Kecepatan Budi mengejar 80 km/jam. Waktu kejar = $20/80$ = $1/4$ jam = 15 menit. Karena 15 menit < 30 menit (waktu istirahat Andi), Budi menyusul saat Andi masih istirahat. Waktu = 08.00 + 15 menit = 08.15.",Soal Cerita
55,TIU,"Sebuah proyek dapat diselesaikan oleh 15 pekerja dalam waktu 20 hari. Setelah bekerja selama 8 hari, 5 orang pekerja jatuh sakit dan tidak bisa bekerja selama 4 hari penuh. Agar proyek tersebut dapat selesai tepat waktu (tepat 20 hari), berapakah tambahan pekerja yang diperlukan pada 8 hari terakhir?",2 orang,3 orang,4 orang,5 orang,6 orang,0,5,0,0,0,"Soal Cerita Pekerja dan Waktu. Total beban = 15 x 20 = 300. Dikerjakan 8 hari oleh 15 org = 120 (sisa 180). Dikerjakan 4 hari oleh 10 org (5 sakit) = 40 (sisa 140 beban kerja). Sisa waktu = 20 - $8 - 4 = 8$ hari. Jumlah pekerja yang dibutuhkan = $140 / 8 = 17$,5 orang (dibulatkan 18 orang). Karena pekerja awal ada 15, butuh tambahan 3 orang.",Soal Cerita
56,TIU,Sebuah kata sandi (*password*) brankas terdiri dari 4 digit angka unik (tidak boleh ada angka berulang). Sandi tersebut harus merupakan bilangan genap dan nilainya lebih besar dari 5000. Ada berapa banyak kemungkinan kombinasi sandi brankas tersebut?,840,1024,1288,1440,1680,0,0,5,0,0,"Soal Cerita Kombinatorik Bersyarat. Syarat: >5000 (Digit pertama 5,6,7,8,9), Genap (Digit terakhir 0,2,4,6,8). Kasus 1: D1 ganjil (5,7,9 = 3 opsi). D4 genap (5 opsi). D2 (8 opsi). D3 (7 opsi). Total = 3 x 5 x 8 x 7 = 840. Kasus 2: D1 genap (6,8 = 2 opsi). D4 genap tersisa (4 opsi). D2 (8 opsi). D3 (7 opsi). Total = 2 x 4 x 8 x 7 = 448. Total kemungkinan = $840 + 448 = 1288$.",Soal Cerita
57,TIU,"Pompa A dapat mengisi penuh tangki dalam 4 jam. Pompa B dapat mengisi tangki dalam 6 jam. Jika terdapat kebocoran di dasar tangki yang dapat mengosongkan tangki penuh dalam waktu 12 jam, berapa lama waktu yang dibutuhkan untuk mengisi tangki hingga penuh jika kedua pompa dan kebocoran aktif bersamaan?",2 jam,2.4 jam,3 jam,3.6 jam,4 jam,0,0,5,0,0,Soal Cerita Debit Gabungan. Debit A = $$1/4$$. Debit B = $$1/6$$. Debit Bocor = -$1/12$. Debit Total = $$1/4$$ + $$1/6$$ - $1/12$ = $3/12$ + $2/12$ - $1/12$ = $4/12$ = $1/3$ bagian per jam. Maka tangki akan penuh dalam waktu 3 jam.,Soal Cerita
58,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q58_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q58_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q58_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q58_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q58_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q58_opt_E.png),0,0,0,0,5,"Analogi Spasial (Folding/Jaring-jaring). Jaring-jaring 4 segitiga sama sisi yang digabungkan akan melipat menjadi bangun ruang 3 dimensi bersisi 4, yaitu Tetrahedron (Limas Segitiga dengan alas segitiga).",Analogi Gambar
59,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q59_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q59_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q59_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q59_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q59_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q59_opt_E.png),5,0,0,0,0,Analogi Spasial (Interseksi Cermin). Polanya adalah objek mendekati bayangan cerminnya dan berpotongan (beririsan) sejauh 50% ke arah cermin. Bujur sangkar yang beririsan horizontal sejauh 50% dengan cerminannya di kanan akan menghasilkan bentuk perpotongan berupa persegi panjang tegak di tengah.,Analogi Gambar
60,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q60_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q60_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q60_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q60_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q60_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q60_opt_E.png),0,0,0,0,5,"Ketidaksamaan Topologi Spasial (Ruang Tertutup). Angka 0, Huruf D, Huruf O, dan Huruf Q memiliki tepat 1 (satu) buah ruang atau kurva tertutup (lubang) di dalamnya. Angka 8 adalah satu-satunya karakter yang memiliki 2 (dua) buah kurva tertutup.",Ketidaksamaan Gambar
61,TIU,![Problem](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q61_problem.png) Manakah gambar yang paling tepat untuk melengkapi pola di atas?,![A](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q61_opt_A.png),![B](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q61_opt_B.png),![C](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q61_opt_C.png),![D](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q61_opt_D.png),![E](https://kthjlyrqhryhryhryhry.supabase.co/storage/v1/object/public/exam-assets/latihan5/l5_q61_opt_E.png),5,0,0,0,0,"Ketidaksamaan Sifat Kiralitas (Chirality). Lingkaran, bujur sangkar, segitiga sama kaki, dan huruf H memiliki sumbu simetri, sehingga bayangan cerminnya dapat diputar untuk kembali menjadi bentuk aslinya (akiral). Huruf Z tidak memiliki sumbu simetri (kiral); bayangan cerminnya terbalik (S-like shape) dan tidak akan pernah sama walau diputar 360 derajat.",Ketidaksamaan Gambar
